timestamp,class1,class2,class3,score1,score2,score3
0.0,Silence,"Inside, small room",Breathing,0.2227015,0.19741978,0.10153459
0.48,Breathing,Snoring,"Inside, small room",0.6207436,0.5431768,0.20069113
0.96,Breathing,Snoring,Silence,0.9989829,0.99786866,0.0071051726
1.44,Breathing,Snoring,Silence,0.9999946,0.99998367,0.0001684941
1.92,Breathing,Snoring,Speech,0.9996255,0.9994159,0.0007332378
2.4,Breathing,Snoring,Silence,0.99982005,0.99950004,0.0010619988
2.88,Breathing,Snoring,"Inside, small room",0.9642846,0.94564396,0.02611285
3.36,Breathing,Snoring,"Inside, small room",0.70579857,0.6804435,0.083809614
3.84,Snoring,Breathing,Snort,0.9901561,0.99003434,0.009173392
4.32,Silence,"Inside, small room",Breathing,0.8686682,0.07084641,0.0038095997
4.8,Breathing,Snoring,Snort,0.7783974,0.6764809,0.23988435
5.279999999999999,Breathing,Snoring,Silence,0.9999936,0.9999706,0.0006287604
5.76,Breathing,Snoring,Silence,0.9999796,0.99992174,0.0002750711
6.24,Breathing,Snoring,Silence,0.99929374,0.9980088,0.0021100452
6.72,Breathing,Snoring,"Inside, small room",0.9998999,0.99985635,0.0004554316
7.199999999999999,Breathing,Snoring,Silence,0.9999697,0.99996924,0.00024796705
7.68,Breathing,Snoring,Snort,0.81359357,0.6590562,0.18812364
8.16,Snoring,Breathing,"Inside, small room",0.18959156,0.18920523,0.14703155
8.64,Breathing,Silence,Snoring,0.43052799,0.31973273,0.2947948
9.12,Breathing,Snoring,"Inside, small room",0.99472964,0.9939077,0.008818225
9.6,Breathing,Snoring,Silence,0.9999835,0.99995553,0.00069648615
10.08,Breathing,Snoring,Silence,0.9999893,0.9999713,0.000287472
10.559999999999999,Hiss,Breathing,Snake,0.311256,0.24321687,0.21419705
11.04,Breathing,Snoring,Silence,0.9999696,0.9999445,0.0002731518
11.52,Breathing,Snoring,"Inside, small room",0.99982727,0.9997964,0.00074708834
12.0,Breathing,"Inside, small room",Snoring,0.39007747,0.16471078,0.15976132
12.48,Breathing,Snoring,"Inside, small room",0.99185705,0.991047,0.007864755
12.959999999999999,Snoring,Breathing,Silence,0.6448153,0.50606114,0.27608556
13.44,Breathing,Snoring,"Inside, small room",0.2862884,0.24592939,0.22029825
13.92,Snoring,Breathing,Silence,0.99977076,0.9997553,0.00088653655
14.399999999999999,Breathing,Snoring,Silence,0.9999989,0.99999696,4.7168476e-05
14.879999999999999,Breathing,Snoring,Silence,0.9999851,0.9999208,0.0004656732
15.36,Breathing,Snoring,Silence,0.9999993,0.9999981,2.7104901e-05
15.84,Breathing,Snoring,"Inside, small room",0.93395853,0.9042302,0.01826633
16.32,Breathing,Snoring,Silence,0.9109351,0.8441808,0.027014703
16.8,Snoring,Breathing,Silence,0.9155782,0.87827986,0.08257274
17.28,Silence,Snoring,Breathing,0.89998204,0.055790268,0.042233624
17.759999999999998,Breathing,Snoring,Snort,0.9393767,0.89308923,0.08946241
18.24,Breathing,Snoring,Silence,0.9991058,0.99837315,0.00650963
18.72,Breathing,Snoring,Silence,0.9997568,0.9993508,0.00065366976
19.2,Breathing,Snoring,Silence,0.99999326,0.99997896,4.668904e-05
19.68,Breathing,Snoring,Silence,0.999996,0.9999957,5.7580888e-05
20.16,Breathing,Snoring,"Inside, small room",0.9788322,0.95364314,0.0394737
20.64,Snoring,Breathing,"Inside, small room",0.9942116,0.99071705,0.0071929093
21.119999999999997,Silence,"Inside, small room",Television,0.58755183,0.18140939,0.0058094794
21.599999999999998,"Inside, small room",Breathing,Snort,0.25957438,0.16533865,0.032668613
22.08,Breathing,Snoring,Silence,0.9999641,0.99992096,0.0011401731
22.56,Breathing,Snoring,Silence,0.99992865,0.99980044,0.00029304548
23.04,Breathing,Snoring,Snort,0.99636674,0.9875303,0.026397405
23.52,Breathing,Snoring,Silence,0.9999859,0.99996895,8.265852e-05
24.0,Breathing,Snoring,"Inside, small room",0.9999647,0.99996156,0.00019182966
24.48,Breathing,Snoring,Silence,0.9845145,0.9787786,0.060248002
24.96,Breathing,Snoring,Snort,0.7393823,0.69865227,0.24147908
25.439999999999998,Breathing,Snoring,Snort,0.84746987,0.8084138,0.289327
25.919999999999998,Breathing,Snoring,Silence,0.99960834,0.9994974,0.0024437776
26.4,Breathing,Snoring,"Inside, small room",0.9997319,0.99927104,0.0010076157
26.88,Breathing,Snoring,"Inside, small room",0.99342996,0.9838574,0.0039478964
27.36,Breathing,Snoring,Silence,0.9995995,0.999068,0.0032402282
