timestamp,class1,class2,class3,score1,score2,score3
0.0,Silence,Hum,Noise,0.8844061,0.03585599,0.016448662
0.48,Silence,Noise,Hum,0.89257413,0.010814847,0.01063476
0.96,Silence,Hum,Noise,0.84140146,0.11849458,0.062210597
1.44,Silence,Hum,Noise,0.8208582,0.027024843,0.018104896
1.92,Silence,Hum,Noise,0.73827165,0.100345284,0.05601608
2.4,Silence,"Inside, small room",Hum,0.9400202,0.014122268,0.007863854
2.88,Silence,Hum,Noise,0.7864557,0.03750757,0.033262298
3.36,Silence,"Inside, small room",Tick,0.71424913,0.023837587,0.01859255
3.84,Silence,"Inside, small room",Tick,0.5661983,0.05055621,0.024388071
4.32,Silence,"Inside, small room",Hum,0.6358159,0.038315255,0.025436645
4.8,Silence,Hum,Noise,0.7946605,0.056371745,0.030992918
5.279999999999999,Silence,"Inside, small room",White noise,0.7019192,0.04795955,0.023868853
5.76,Silence,"Inside, small room",Noise,0.9336352,0.007696244,0.005130121
6.24,Silence,"Inside, small room",Hum,0.86536676,0.014324423,0.008026051
6.72,Silence,"Inside, small room",Musical instrument,0.9404904,0.0050291037,0.0017048832
7.199999999999999,Silence,Hum,Noise,0.82535726,0.03253823,0.02150139
7.68,Silence,"Inside, small room",Mechanical fan,0.46889368,0.11206927,0.09054532
8.16,Silence,Mechanical fan,Mechanisms,0.3186457,0.24713956,0.10240618
8.64,Silence,Hum,"Inside, small room",0.9196398,0.012877694,0.011947311
9.12,Silence,"Inside, small room",Hum,0.92858976,0.0066299615,0.0050425353
9.6,Silence,Mechanical fan,"Inside, small room",0.6350655,0.068796284,0.058805898
10.08,Silence,Noise,"Inside, small room",0.88398415,0.0145704765,0.013921709
10.559999999999999,Silence,Tick,Clock,0.58892524,0.103513226,0.05822113
11.04,Silence,"Inside, small room",Writing,0.47357672,0.13338584,0.027634801
11.52,Silence,"Inside, small room",Rustle,0.9236035,0.03928914,0.00476426
12.0,Silence,"Inside, small room",Noise,0.99381065,0.0048157386,0.00023091325
12.48,Silence,"Inside, small room",Musical instrument,0.99223703,0.0030983933,0.00023191959
12.959999999999999,Silence,"Inside, small room",Noise,0.92542386,0.015639735,0.0032343995
13.44,Silence,"Inside, small room",Noise,0.88041216,0.017010566,0.015147003
13.92,Silence,"Inside, small room",Noise,0.945524,0.009625821,0.0052917153
14.399999999999999,Silence,"Inside, small room",Tick,0.9440065,0.012599973,0.0030903884
14.879999999999999,Silence,"Inside, small room",Musical instrument,0.93651235,0.00844114,0.002695061
15.36,Silence,"Inside, small room",Noise,0.9122838,0.01926583,0.0058023916
15.84,Silence,"Inside, small room",Tick,0.8545727,0.019972688,0.007188552
16.32,Silence,"Inside, small room",Musical instrument,0.92410076,0.02399174,0.0050708726
16.8,Silence,Hum,"Inside, small room",0.8614012,0.016720619,0.015935708
17.28,Silence,"Inside, small room",Musical instrument,0.9861877,0.0017987927,0.00058690354
17.759999999999998,Silence,"Inside, small room",Noise,0.8663829,0.016827961,0.012617985
18.24,Silence,Hum,Mains hum,0.4697555,0.14860447,0.111141086
18.72,Silence,Hum,Noise,0.6745763,0.0830412,0.04641943
19.2,Silence,Noise,"Inside, small room",0.9065483,0.011399817,0.010982249
19.68,Silence,"Inside, small room",Hum,0.954777,0.008789888,0.0046896776
20.16,Silence,"Inside, small room",Musical instrument,0.95272917,0.008823528,0.0049136686
20.64,Silence,"Inside, small room",Noise,0.9690433,0.0073267207,0.0009917247
21.119999999999997,Silence,"Inside, small room",Noise,0.9545107,0.008348717,0.0063992655
21.599999999999998,Silence,"Inside, small room",Noise,0.95929325,0.013188942,0.002995072
22.08,Silence,"Inside, small room",Clicking,0.8965568,0.025645548,0.0032746366
22.56,Silence,"Inside, small room",Breathing,0.886216,0.06432209,0.01107871
23.04,Silence,"Inside, small room",White noise,0.8701882,0.024270982,0.0052322755
23.52,Silence,"Inside, small room",Tick,0.92920846,0.013444677,0.0037269369
24.0,Silence,"Inside, small room",Musical instrument,0.9210997,0.01374669,0.0035215288
24.48,Silence,"Inside, small room",Clicking,0.97769713,0.0074387975,0.00084033946
24.96,Silence,"Inside, small room",Musical instrument,0.9877617,0.0023977093,0.00021544615
25.439999999999998,Silence,"Inside, small room",White noise,0.8294952,0.033441927,0.007846567
25.919999999999998,Silence,"Inside, small room",Rustle,0.6041445,0.07009003,0.02136628
26.4,Silence,"Inside, small room",Writing,0.53265494,0.17555903,0.020032916
26.88,Silence,"Inside, small room",Musical instrument,0.7893485,0.027979178,0.004049308
27.36,Silence,"Inside, small room",Noise,0.87579143,0.007145373,0.006055542
27.84,Silence,"Inside, small room",Musical instrument,0.8899794,0.017445026,0.0072378092
28.32,Silence,Hum,Noise,0.90971905,0.009961303,0.0066008153
28.799999999999997,Silence,Hum,"Inside, small room",0.8252519,0.013365658,0.011821869
29.279999999999998,Silence,"Inside, small room",White noise,0.49685073,0.05562593,0.031732343
29.759999999999998,Silence,"Inside, small room",White noise,0.41494676,0.08277598,0.065363966
30.24,Silence,"Inside, small room",Noise,0.59336585,0.055887453,0.0075550815
30.72,Silence,"Inside, small room",Musical instrument,0.9395539,0.0043736817,0.0026997817
31.2,Silence,Hum,"Inside, small room",0.7693634,0.020289311,0.019337896
31.68,Silence,White noise,"Inside, small room",0.7731077,0.031537604,0.028426271
32.16,Silence,White noise,Noise,0.5399122,0.1578784,0.13545844
32.64,Silence,Musical instrument,Percussion,0.78317064,0.040854238,0.037358932
33.12,Silence,Hum,"Inside, small room",0.85278696,0.016377226,0.011003442
33.6,Silence,Hum,Noise,0.7104815,0.04565749,0.043363277
34.08,Silence,Hum,Noise,0.89767164,0.012340633,0.009975161
34.56,Silence,Hum,White noise,0.6475559,0.028605767,0.02351947
35.04,Silence,"Inside, small room",Noise,0.892375,0.003018413,0.0020378975
35.519999999999996,Silence,"Inside, small room",Hum,0.79737896,0.018884597,0.012253516
36.0,Silence,Noise,Hum,0.61091614,0.031690247,0.030356893
36.48,Silence,Musical instrument,Percussion,0.6225651,0.05227055,0.04459779
36.96,Silence,"Inside, small room",Hum,0.67756677,0.02153324,0.009132012
37.44,Silence,Noise,Hum,0.6288542,0.06681597,0.030555632
37.92,Silence,White noise,Hum,0.6291865,0.06396694,0.054365456
38.4,Silence,Hum,Noise,0.6248727,0.14752296,0.13200602
38.879999999999995,Silence,"Inside, small room",Guitar,0.90497124,0.014003889,0.0038685198
39.36,Silence,Noise,White noise,0.76166594,0.015188508,0.011388118
39.839999999999996,Silence,Noise,Hum,0.7222023,0.058502655,0.041366644
40.32,Silence,Noise,"Inside, small room",0.8489862,0.008502233,0.007887438
40.8,Silence,"Inside, small room",Noise,0.87156695,0.012515085,0.011622384
41.28,Silence,Hum,Noise,0.8091994,0.04440126,0.04295408
41.76,Silence,"Inside, small room",Hum,0.92290133,0.003654957,0.0020212526
42.239999999999995,Silence,"Inside, small room",Musical instrument,0.9175118,0.0027350218,0.0017586513
42.72,Silence,Musical instrument,"Inside, small room",0.8887135,0.0038802263,0.0023332438
43.199999999999996,Silence,Mechanical fan,"Inside, small room",0.64173245,0.11002789,0.040956218
