timestamp,class1,class2,class3,score1,score2,score3
0.0,Breathing,Snoring,"Inside, large room or hall",0.99993217,0.9999248,0.0006411014
0.48,Silence,Speech,"Inside, small room",0.99958456,6.9672715e-06,2.6055147e-06
0.96,Silence,Speech,Music,1.0,4.031725e-10,1.8575128e-14
1.44,Snoring,Breathing,Silence,0.9297111,0.91313237,0.37532705
1.92,Snoring,Breathing,Music,0.9999995,0.9999995,7.5591543e-06
2.4,Snoring,Breathing,"Inside, large room or hall",0.9999995,0.99999946,7.324301e-06
2.88,Breathing,Snoring,Music,0.99999565,0.999992,3.200631e-05
3.36,Breathing,Snoring,"Inside, large room or hall",0.9999835,0.99998075,0.00013628512
3.84,Breathing,Snoring,Silence,0.9999869,0.99998105,0.00017338121
4.32,Breathing,Snoring,"Inside, small room",0.99986213,0.9998601,0.0007468122
4.8,Silence,"Inside, small room",Snoring,0.9852258,0.0032944244,0.0010159435
5.279999999999999,Silence,Speech,Music,1.0,3.6310823e-06,1.3801984e-08
5.76,Snoring,Breathing,Silence,0.87331694,0.8194787,0.4164861
6.24,Breathing,Snoring,Silence,0.9999931,0.9999734,0.00020489788
6.72,Snoring,Breathing,Music,0.99989414,0.9998185,1.0081727e-06
7.199999999999999,Breathing,Snoring,"Inside, large room or hall",0.9999964,0.999993,3.581875e-05
7.68,Breathing,Snoring,"Inside, small room",0.99995965,0.9999582,0.00054060156
8.16,Breathing,Snoring,Silence,0.9998571,0.99979216,0.0007204229
8.64,Breathing,Snoring,Silence,0.58144176,0.48978856,0.17664413
9.12,Silence,Speech,Music,0.99999875,4.130909e-06,4.5008317e-09
9.6,Silence,Speech,"Inside, small room",0.9991232,0.00012686788,3.0380825e-05
10.08,Breathing,Snoring,Music,0.99999833,0.99999595,5.2411815e-06
10.559999999999999,Breathing,Snoring,Music,0.9999925,0.999987,2.0018056e-06
11.04,Breathing,Snoring,Dog,0.99997544,0.9999499,0.00012379965
11.52,Breathing,Snoring,"Inside, large room or hall",0.9994892,0.99944216,0.0032005312
12.0,Snoring,Breathing,"Inside, small room",0.99992424,0.9999192,0.00060329697
12.48,Breathing,Snoring,"Inside, large room or hall",0.99998677,0.99998254,9.974496e-05
