timestamp,class1,class2,class3,score1,score2,score3
0.0,Silence,"Inside, small room",Television,0.7495654,0.04254266,0.01088661
0.48,Silence,"Inside, small room",Speech,0.38960916,0.18562445,0.05223421
0.96,Breathing,Snoring,Silence,0.99963933,0.99961346,0.0012277225
1.44,Breathing,Snoring,Speech,0.9994767,0.9994149,0.0007986329
1.92,Snoring,Breathing,Buzz,0.32729235,0.22936083,0.14371547
2.4,Snoring,Breathing,"Inside, small room",0.9992085,0.9991004,0.0030230717
2.88,Breathing,Snoring,"Inside, small room",0.99946535,0.9994608,0.0016488252
3.36,"Inside, small room",Silence,Television,0.20467809,0.052595306,0.028852127
3.84,Silence,"Inside, small room",Television,0.9124778,0.018055368,0.0021098994
4.32,Silence,"Inside, small room",Breathing,0.8670233,0.03825774,0.01146884
4.8,Breathing,Snoring,Silence,0.9999788,0.9999714,5.5159293e-05
5.279999999999999,Breathing,Snoring,Silence,0.9999969,0.999996,2.8057946e-05
5.76,Breathing,Snoring,"Inside, small room",0.99991155,0.99985003,0.0006279378
6.24,Breathing,Snoring,"Inside, small room",0.99997467,0.999963,0.00024175156
6.72,Snoring,Breathing,"Inside, small room",0.99969923,0.9996846,0.0013201538
7.199999999999999,Silence,"Inside, small room",Snoring,0.2714649,0.23407632,0.044739395
7.68,Silence,"Inside, small room",Speech,0.93048006,0.011021261,0.0022302745
8.16,Speech,"Inside, small room",Breathing,0.23931366,0.10657867,0.06543844
8.64,Snoring,Breathing,"Inside, small room",0.999208,0.9989988,0.0013063095
9.12,Breathing,Snoring,Silence,0.99999845,0.9999961,1.749096e-05
9.6,Snoring,Breathing,"Motorboat, speedboat",0.57461095,0.532702,0.06308934
10.08,Breathing,Snoring,Silence,0.99999714,0.9999943,0.000105130704
10.559999999999999,Snoring,Breathing,Silence,0.99998873,0.9999827,0.00017022085
11.04,"Inside, small room",Writing,Silence,0.6084725,0.34383175,0.10207363
11.52,Silence,"Inside, small room",Breathing,0.32379913,0.26401883,0.028639121
12.0,"Inside, small room",Writing,Silence,0.39746326,0.19879767,0.14532673
12.48,Breathing,Snoring,Silence,0.9998493,0.99974924,0.0016380389
12.959999999999999,Breathing,Snoring,"Inside, small room",0.99999183,0.99998295,8.621061e-05
13.44,Snoring,Breathing,Speech,0.6912399,0.69016963,0.01996729
13.92,Breathing,Snoring,Silence,0.9999972,0.9999938,8.326887e-05
14.399999999999999,Snoring,Breathing,Silence,0.99991953,0.99990904,8.465009e-05
14.879999999999999,Silence,"Inside, small room",Writing,0.93744534,0.033261955,0.0033961555
15.36,Silence,"Inside, small room",Writing,0.394739,0.23674114,0.057969492
15.84,Silence,"Inside, small room",Tick,0.57234645,0.10566003,0.019578885
16.32,"Inside, small room",Writing,Snort,0.4779654,0.07798463,0.031575505
16.8,Breathing,Snoring,Silence,0.9998927,0.99985564,0.0007850269
17.28,Breathing,Snoring,"Inside, large room or hall",0.9999975,0.999993,2.0840647e-05
17.759999999999998,Breathing,Snoring,Silence,0.9999862,0.999953,0.00023513068
18.24,Breathing,Snoring,Silence,0.9999917,0.99998415,0.0001719633
18.72,Snoring,Breathing,"Inside, small room",0.9999261,0.99992245,0.00015123765
19.2,Silence,Breathing,Snoring,0.41444507,0.18256548,0.121311896
19.68,Silence,"Inside, small room",Breathing,0.71771014,0.035515707,0.012957263
20.16,Breathing,Snoring,Silence,0.75256366,0.6946566,0.3339559
20.64,Breathing,Snoring,Snort,0.94719344,0.8942815,0.58241624
21.119999999999997,Breathing,Snoring,Silence,0.99997896,0.99996096,0.0011341836
21.599999999999998,Breathing,Snoring,Silence,0.9999907,0.9999905,0.00010029424
22.08,Breathing,Snoring,Silence,0.99999714,0.99999416,0.00010045092
22.56,Breathing,Snoring,"Inside, small room",0.9999087,0.9999076,0.000335182
23.04,Silence,"Inside, small room",Writing,0.53150105,0.22699215,0.0690923
23.52,Silence,"Inside, small room",Breathing,0.64101356,0.08005592,0.009501897
24.0,Silence,"Inside, small room",Speech,0.9846464,0.0032680598,0.00043449277
24.48,Breathing,Snoring,Snort,0.92264277,0.837246,0.7262861
24.96,Breathing,Snoring,Silence,0.99978536,0.99972326,0.00094803
25.439999999999998,Breathing,Snoring,Silence,0.99998933,0.99997455,2.3053422e-05
25.919999999999998,Breathing,Snoring,Music,0.9961118,0.9905918,0.006229621
26.4,Breathing,Snoring,Silence,0.9999984,0.9999956,5.112087e-05
26.88,Snoring,Breathing,Silence,0.9999744,0.9999706,4.1259864e-05
27.36,Silence,"Inside, small room",Breathing,0.7990647,0.05563252,0.011232613
27.84,Silence,"Inside, small room",Speech,0.9614082,0.0151280295,0.00065897004
28.32,Silence,"Inside, small room",Breathing,0.9190085,0.018815912,0.010978774
28.799999999999997,Breathing,Snoring,Silence,0.95093185,0.93206656,0.14527439
29.279999999999998,Breathing,Snoring,Silence,0.999934,0.99989367,0.00033925814
29.759999999999998,Breathing,Snoring,"Inside, large room or hall",0.9999983,0.9999967,1.8733015e-05
30.24,Breathing,Snoring,Silence,0.9999991,0.999999,7.684721e-06
30.72,Breathing,Snoring,Silence,0.9999807,0.9999713,0.00023284351
31.2,Silence,Breathing,"Inside, small room",0.7946861,0.044296898,0.042555533
