timestamp,class1,class2,class3,score1,score2,score3
0.0,Silence,"Inside, small room",Speech,0.90594125,0.0063742073,0.0024475197
0.48,Silence,"Inside, small room",Speech,0.9758096,0.006265938,0.0009145649
0.96,Silence,Speech,Music,1.0,2.60631e-07,1.9647971e-10
1.44,Silence,Speech,"Narration, monologue",0.9999557,1.9502808e-05,2.763349e-07
1.92,Silence,Speech,Music,0.99994296,2.4727901e-06,2.1188857e-06
2.4,Silence,Speech,Music,1.0,6.4470726e-08,4.0006647e-09
2.88,Silence,Speech,Music,1.0,2.4344922e-07,1.4058374e-08
3.36,Silence,Speech,"Inside, small room",0.99950165,3.4358774e-05,3.2929813e-05
3.84,Silence,"Inside, small room",Speech,0.9919272,0.0022223166,0.00031690608
4.32,Silence,Speech,Music,0.99990904,8.015747e-06,1.6872711e-07
4.8,Silence,Speech,Music,1.0,7.146752e-06,1.6509857e-07
5.279999999999999,Silence,Speech,Music,1.0,3.804234e-08,2.8869369e-11
5.76,Silence,Speech,Music,1.0,7.3383507e-07,5.5465044e-10
6.24,Silence,Speech,Music,0.99999976,1.1708917e-05,1.5649036e-08
6.72,Silence,Speech,Music,1.0,4.35602e-06,6.688262e-08
7.199999999999999,Silence,"Inside, small room",Musical instrument,0.9824321,0.0025798804,0.00044671525
7.68,Silence,"Inside, small room",Speech,0.97486126,0.009407105,0.0008277561
8.16,Silence,Speech,Music,0.9998835,1.1787881e-05,1.9061933e-07
8.64,Silence,Speech,Music,1.0,8.493596e-08,5.925276e-13
9.12,Silence,Speech,Music,0.99994886,6.28268e-05,2.3452438e-07
9.6,Silence,"Inside, small room",Writing,0.82692045,0.1568556,0.016362438
10.08,"Inside, small room",Writing,"Rodents, rats, mice",0.47271588,0.13772684,0.05731869
10.559999999999999,"Inside, small room",Silence,Writing,0.34164247,0.047608685,0.030813057
11.04,Silence,"Inside, small room",Speech,0.9934849,0.00042738058,0.00011368847
11.52,Silence,Speech,Music,0.9999975,9.065281e-06,4.0783013e-07
12.0,Silence,"Inside, small room",Speech,0.99797875,9.732901e-05,2.6718377e-05
12.48,Silence,Speech,"Inside, small room",0.999255,0.00024801126,8.6425855e-05
12.959999999999999,Silence,"Inside, small room",Writing,0.7672457,0.10092216,0.0150481975
13.44,"Inside, small room",Silence,Animal,0.35687026,0.09845806,0.047568563
13.92,"Inside, small room",Silence,Writing,0.48125225,0.23101906,0.07362778
14.399999999999999,Silence,"Inside, small room",Writing,0.3399881,0.295715,0.059036788
14.879999999999999,Silence,Speech,Music,0.9969075,0.000697125,3.803235e-05
15.36,Silence,Speech,Music,1.0,9.8202e-06,1.0155793e-07
15.84,Silence,Speech,"Narration, monologue",0.9994623,0.0004603009,2.2249778e-06
16.32,Silence,"Inside, small room",Speech,0.20016003,0.09451973,0.068410926
16.8,Silence,Speech,"Child speech, kid speaking",0.40392688,0.03867276,0.03621131
17.28,Silence,Speech,"Inside, small room",0.9840388,0.00042299065,0.000385563
17.759999999999998,Speech,Silence,Breathing,0.32735172,0.05302906,0.042012587
18.24,Speech,Silence,"Narration, monologue",0.3497431,0.013254828,0.0066006375
18.72,Silence,Speech,Music,1.0,1.3392759e-06,8.586121e-10
19.2,Silence,"Inside, small room",Speech,0.99810547,0.00010142324,6.082233e-05
19.68,Speech,"Child speech, kid speaking","Inside, small room",0.5529517,0.048890583,0.04761766
20.16,Speech,"Child speech, kid speaking","Inside, small room",0.2576291,0.08986718,0.055508662
20.64,Breathing,Speech,"Inside, small room",0.14460605,0.097001664,0.09462144
21.119999999999997,Speech,"Child speech, kid speaking","Inside, small room",0.3205914,0.1663821,0.06206919
21.599999999999998,Speech,Silence,"Child speech, kid speaking",0.3233232,0.14555852,0.039114907
22.08,Speech,Silence,"Inside, small room",0.10401765,0.069278635,0.0681756
22.56,Silence,"Inside, small room",Speech,0.9255853,0.0069792345,0.0030040047
23.04,Silence,Speech,"Inside, small room",0.9970575,0.00076538173,6.811118e-05
23.52,Silence,Speech,Music,0.9991229,0.00036600415,3.265625e-06
24.0,Silence,"Inside, small room",Speech,0.9958062,0.00015745008,0.00010305837
24.48,"Child speech, kid speaking",Speech,"Inside, small room",0.27581197,0.27107987,0.113090135
24.96,Speech,"Child speech, kid speaking","Inside, small room",0.6330903,0.067179404,0.050815526
25.439999999999998,Speech,"Inside, small room","Child speech, kid speaking",0.14247757,0.12855339,0.066094205
25.919999999999998,"Inside, small room",Speech,Singing,0.11496059,0.03971516,0.035453357
26.4,Speech,"Inside, small room","Child speech, kid speaking",0.14972806,0.14913999,0.13404442
26.88,Speech,"Inside, small room","Child speech, kid speaking",0.2561263,0.077054076,0.022362968
27.36,Silence,"Inside, small room",Speech,0.9394552,0.010341478,0.008376194
27.84,"Inside, small room",Silence,Breathing,0.2079099,0.1143057,0.047714666
28.32,"Inside, small room",Silence,Breathing,0.27335042,0.073720925,0.070921436
28.799999999999997,Silence,"Inside, small room",Speech,0.82974464,0.055236626,0.0044396184
29.279999999999998,Silence,"Inside, small room",Speech,0.95436585,0.018071378,0.004118491
29.759999999999998,Silence,"Inside, small room",Speech,0.9703576,0.015988871,0.0010456499
30.24,Silence,"Inside, small room",Speech,0.85585475,0.036641322,0.010284268
30.72,Silence,"Inside, small room",Speech,0.30317166,0.087528795,0.022368645
31.2,"Inside, small room",Writing,Silence,0.3444942,0.2495994,0.093726106
31.68,"Inside, small room",Speech,Writing,0.14498061,0.10210679,0.060867917
32.16,Speech,"Inside, small room","Child speech, kid speaking",0.4134234,0.051748417,0.03355166
32.64,Speech,Silence,"Inside, small room",0.11521617,0.087831885,0.035935782
33.12,Silence,"Inside, small room",Speech,0.6448102,0.020412592,0.009851488
33.6,Silence,"Inside, small room",Musical instrument,0.9243693,0.010777362,0.0020532152
34.08,Silence,"Inside, small room",Musical instrument,0.9901793,0.0028197393,0.00082196604
34.56,Silence,Speech,Music,0.99998486,0.00014401248,2.6862645e-06
35.04,Silence,Speech,Music,0.9999999,5.7002812e-06,1.4250376e-08
35.519999999999996,Silence,Speech,"Inside, small room",0.9985237,0.00033131463,2.7590366e-05
36.0,Silence,"Inside, small room",Writing,0.35184515,0.29528028,0.09031992
36.48,"Inside, small room",Silence,Tick,0.36261687,0.14480633,0.067840196
36.96,"Inside, small room",Silence,Cap gun,0.42328668,0.056960825,0.048175897
37.44,Silence,"Inside, small room",Musical instrument,0.9501703,0.021955693,0.0015987548
37.92,Silence,"Inside, small room",Speech,0.5551363,0.06834439,0.031535584
38.4,Silence,"Inside, small room",Television,0.72289246,0.08377839,0.009091663
38.879999999999995,Silence,Speech,Music,0.9999609,0.0006872742,1.8230234e-07
39.36,Silence,"Inside, small room",Speech,0.99789065,0.00029077454,0.00019092983
39.839999999999996,Silence,"Inside, small room",Speech,0.9272273,0.058876578,0.005161285
40.32,Silence,Speech,Music,0.9997726,0.00041408237,8.125384e-07
40.8,Silence,Speech,Music,0.99992037,0.00026536232,4.462764e-07
41.28,"Inside, small room","Domestic animals, pets",Snort,0.52689916,0.051498335,0.0477633
41.76,"Inside, small room",Speech,"Inside, large room or hall",0.48976132,0.026354015,0.022005377
42.239999999999995,Silence,Speech,Music,1.0,7.2323387e-06,9.286986e-09
42.72,Silence,Speech,Music,1.0,3.9719985e-06,5.967181e-10
43.199999999999996,Silence,Speech,Music,1.0,1.8767568e-07,1.159394e-08
43.68,Silence,Speech,Music,1.0,1.4270662e-06,1.0426534e-08
44.16,Silence,Speech,Music,1.0,7.341087e-07,1.1335517e-07
44.64,Silence,Speech,Music,1.0,9.321285e-10,8.104215e-15
45.12,Silence,Speech,Music,1.0,3.1688612e-06,1.3516067e-08
45.6,Silence,Speech,Music,1.0,4.9097995e-05,5.4619147e-08
46.08,Silence,"Inside, small room",Musical instrument,0.9734452,0.0061195297,0.0021618137
46.559999999999995,Silence,Speech,Music,0.99998486,3.9235224e-06,4.0565048e-08
47.04,Silence,Speech,Music,0.99999994,1.2277339e-05,3.6509098e-09
47.519999999999996,Silence,Speech,Music,1.0,1.1929376e-06,2.4930674e-10
48.0,Silence,Speech,Music,1.0,3.6099854e-07,9.945345e-10
48.48,Silence,Speech,Music,0.9998729,4.838886e-05,2.5129356e-07
48.96,Silence,Speech,Music,1.0,1.1149613e-06,4.021384e-08
49.44,Silence,Speech,Music,1.0,7.991362e-08,7.947219e-12
49.92,Silence,Speech,Music,1.0,7.1236923e-07,5.5733446e-10
50.4,Silence,Speech,Music,1.0,2.2777645e-07,2.0961775e-09
50.879999999999995,Silence,Speech,Music,1.0,4.161916e-08,1.187281e-10
51.36,Silence,Speech,Music,1.0,6.107023e-07,5.5726435e-10
51.839999999999996,Silence,Speech,Music,1.0,2.7539453e-08,1.9779469e-13
52.32,Silence,Speech,Music,1.0,7.109576e-08,9.506503e-11
52.8,Silence,Speech,Music,1.0,2.6392338e-06,4.2049377e-09
53.28,Silence,Speech,Music,1.0,2.6286286e-06,7.2675874e-09
53.76,Silence,Speech,Music,1.0,3.8169974e-06,2.6019084e-08
54.239999999999995,Silence,Speech,Music,1.0,1.00021374e-07,1.425028e-10
54.72,Silence,Speech,Music,1.0,3.587926e-08,3.2154937e-10
55.199999999999996,Silence,Speech,Music,0.9999811,2.312183e-05,5.1166137e-07
55.68,Silence,Speech,Music,1.0,1.2021529e-06,3.2276986e-09
56.16,Silence,Speech,Music,1.0,2.0200781e-08,5.000294e-12
56.64,Silence,Speech,Music,1.0,2.2573388e-06,6.9655615e-09
57.12,Silence,Speech,Music,1.0,5.1629327e-06,1.7614117e-09
57.599999999999994,Silence,Speech,Music,0.9999989,3.679999e-05,2.0534715e-08
58.08,Silence,Speech,Music,1.0,4.0649283e-07,2.2989126e-10
58.559999999999995,Silence,Speech,Music,1.0,1.8674532e-07,9.843007e-13
59.04,Silence,Speech,Music,1.0,6.332953e-07,8.6289996e-11
59.519999999999996,Silence,Speech,Music,1.0,2.0697232e-08,5.905396e-13
60.0,Silence,Speech,Music,1.0,5.508355e-07,2.2276616e-12
60.48,Silence,Speech,Music,1.0,2.5731317e-06,1.2832176e-11
60.96,Silence,Speech,Music,1.0,1.9041602e-07,5.0195104e-12
61.44,Silence,Speech,Music,1.0,2.495407e-06,5.1108e-10
61.919999999999995,Silence,Speech,Music,1.0,2.2482926e-07,3.1063557e-10
62.4,Silence,Speech,Music,1.0,7.2287975e-07,3.093897e-10
62.879999999999995,Silence,Speech,Music,1.0,2.2278836e-07,6.4578065e-11
63.36,Silence,Speech,Music,1.0,7.040941e-08,1.8721996e-10
63.839999999999996,Silence,Speech,Music,1.0,1.1315002e-06,6.977046e-10
64.32,Silence,Speech,Music,1.0,1.6426743e-06,5.336975e-09
64.8,Silence,Speech,Music,1.0,1.5080542e-07,6.8034064e-11
65.28,Silence,Speech,Music,1.0,4.1855346e-06,4.2810493e-09
65.75999999999999,Silence,Speech,Music,1.0,4.4538058e-07,8.0012375e-10
66.24,Silence,Speech,Music,1.0,4.6216417e-08,2.2144224e-13
66.72,Silence,Speech,Music,1.0,1.9631866e-06,1.5054662e-09
67.2,Silence,Speech,Music,0.99996376,1.3827163e-05,1.5996685e-07
67.67999999999999,Silence,Speech,Music,0.9999999,6.0185657e-06,1.1902911e-08
68.16,Silence,Speech,Music,1.0,1.8024693e-05,9.786792e-09
68.64,Silence,Speech,Music,1.0,1.962831e-06,1.8952354e-08
69.12,Silence,Speech,Music,0.9989819,3.578952e-05,1.2702484e-06
69.6,Silence,Speech,Music,1.0,3.7843072e-06,2.3579927e-08
70.08,Silence,Speech,Music,1.0,3.3957303e-07,1.3743809e-10
70.56,Silence,Speech,Music,1.0,5.129703e-07,5.3872674e-11
71.03999999999999,Silence,Speech,Music,1.0,1.1484093e-06,5.4013355e-10
71.52,Silence,Speech,Music,1.0,7.692615e-07,8.619496e-10
72.0,Silence,Speech,Music,1.0,4.8896636e-06,1.4728104e-08
72.48,Silence,Speech,Music,1.0,1.6880192e-06,3.3018912e-09
72.96,Silence,Speech,Music,1.0,3.7284344e-06,1.6409656e-08
73.44,Silence,Speech,Music,1.0,6.176736e-07,2.8504093e-11
73.92,Silence,Speech,Music,1.0,4.6037467e-08,1.8741637e-11
74.39999999999999,Silence,Speech,Music,1.0,2.119032e-07,2.957804e-09
74.88,Silence,Speech,Music,1.0,6.144171e-07,1.5063624e-09
75.36,Silence,Speech,Music,1.0,2.811559e-07,7.6626255e-10
75.84,Silence,Speech,Music,1.0,8.4129454e-07,3.3448042e-09
76.32,Silence,Speech,Music,1.0,9.205776e-08,2.055562e-10
76.8,Silence,Speech,Music,1.0,2.493061e-07,2.4631389e-10
77.28,Silence,Speech,Music,1.0,1.8437248e-07,4.3853365e-10
77.75999999999999,Silence,Speech,Music,1.0,1.1539237e-06,5.864891e-11
78.24,Silence,Speech,Music,0.9999998,1.0238243e-05,3.8801318e-08
78.72,Silence,Speech,Music,0.99999964,2.1870326e-06,1.2896949e-08
79.2,Silence,Speech,Music,1.0,4.37383e-08,3.3706772e-13
79.67999999999999,Silence,Speech,Music,1.0,2.010645e-06,2.0445821e-10
80.16,Silence,Speech,Music,1.0,1.1475521e-06,7.7077583e-10
80.64,Silence,Speech,Music,1.0,6.88993e-07,3.5158354e-10
81.11999999999999,Silence,Speech,Music,1.0,2.1719497e-07,3.5235204e-11
81.6,Silence,Speech,Music,0.9999999,4.6540586e-06,4.0189208e-09
82.08,Silence,Speech,Music,1.0,1.076372e-05,6.8886794e-09
82.56,Silence,Speech,Music,1.0,3.4716427e-07,3.8588277e-10
83.03999999999999,Silence,Speech,Music,1.0,2.9428884e-07,8.8520363e-10
83.52,Silence,Speech,Music,1.0,1.8412841e-07,4.1577383e-10
84.0,Silence,Speech,"Narration, monologue",0.9999213,4.438818e-06,4.2777945e-08
84.47999999999999,Silence,Speech,Music,1.0,8.069243e-09,3.9732693e-11
84.96,Silence,Speech,"Narration, monologue",0.9989024,7.6732445e-05,1.6262518e-05
85.44,Silence,Speech,Music,0.99999905,1.392506e-05,1.8327557e-07
85.92,Silence,Speech,Music,1.0,4.637763e-06,1.3438641e-08
86.39999999999999,Silence,Speech,"Narration, monologue",0.9999137,1.44419355e-05,3.0507888e-07
86.88,Silence,Speech,Music,0.9999999,1.1424022e-05,4.3198895e-08
87.36,Silence,Speech,Music,0.999971,2.2017794e-05,2.0175585e-07
87.84,Silence,Speech,Music,0.9999055,5.9130114e-05,1.1802523e-06
88.32,Silence,Speech,Music,1.0,1.0803447e-07,1.4258021e-11
88.8,Silence,Speech,"Inside, small room",0.99882233,1.7888213e-05,1.6715956e-05
89.28,Silence,"Inside, small room",Speech,0.99878633,0.0002213478,2.5434974e-05
89.75999999999999,Silence,Speech,Music,1.0,1.4916081e-07,9.205934e-12
90.24,Silence,Speech,Music,1.0,2.3359311e-07,2.620108e-10
90.72,Silence,Speech,Music,1.0,5.7871325e-06,8.38323e-09
91.2,Silence,Speech,Music,1.0,7.373109e-07,1.3804925e-09
91.67999999999999,Silence,Speech,Music,1.0,8.7490903e-10,8.132913e-14
92.16,Silence,Speech,Music,0.99993104,6.24456e-05,1.2841524e-08
92.64,Silence,Speech,Music,0.9999996,1.5482648e-05,4.7226578e-08
93.11999999999999,Silence,"Inside, small room",Speech,0.98754036,0.002601668,0.00024061305
93.6,Silence,Speech,Music,0.9995321,1.6284152e-05,9.360952e-08
94.08,Silence,Speech,Music,0.99999803,9.905633e-06,1.0811136e-07
94.56,Silence,Speech,Music,0.99999964,2.1530092e-05,1.14465614e-07
95.03999999999999,Silence,Speech,Music,0.9999938,8.578135e-06,1.1956496e-08
95.52,Silence,Speech,Music,0.99984044,7.633452e-06,7.156363e-07
96.0,Silence,Speech,Music,0.99991584,6.8632246e-05,3.5326212e-07
96.47999999999999,Silence,Speech,Music,1.0,1.0679015e-06,9.1719243e-10
96.96,Silence,Speech,Music,1.0,1.0527348e-06,7.041633e-10
97.44,Silence,Speech,Music,1.0,2.7869135e-06,4.478157e-09
97.92,Silence,Speech,Music,1.0,1.6118671e-06,1.8504372e-10
98.39999999999999,Silence,Speech,Music,1.0,1.4087759e-07,3.4949285e-10
98.88,Silence,Speech,Music,0.9999844,2.5247922e-05,2.555897e-07
99.36,Silence,Speech,Music,1.0,6.5968953e-07,2.022964e-10
99.84,Silence,Speech,Music,0.99999475,5.5005916e-05,9.4781996e-08
100.32,Silence,Speech,Music,0.9998828,7.396303e-05,1.641046e-07
100.8,Silence,Speech,Music,1.0,1.0317086e-06,4.2229797e-10
101.28,Silence,Speech,Music,1.0,1.4870817e-06,1.4853608e-09
101.75999999999999,Silence,Speech,Music,0.9999668,2.6196562e-05,5.2244253e-08
102.24,Silence,Speech,Music,1.0,2.1421302e-07,2.2187423e-10
102.72,Silence,Speech,Music,1.0,9.727418e-07,8.1233953e-10
103.2,Silence,Speech,Music,0.99999994,5.532997e-06,1.20922685e-08
103.67999999999999,Silence,Speech,Music,0.9999587,1.5483121e-05,6.5411405e-07
104.16,Silence,Speech,"Inside, small room",0.99969816,4.4060977e-05,2.2115107e-06
104.64,Silence,Speech,Music,1.0,6.987294e-08,5.4862025e-11
105.11999999999999,Silence,Speech,Music,1.0,1.20066e-06,3.8776142e-09
105.6,Silence,Speech,Music,0.9999861,5.2333355e-05,2.7164887e-07
106.08,Silence,Speech,Music,1.0,3.0663944e-07,4.642532e-10
106.56,Silence,Speech,Music,0.9999992,6.6893986e-06,4.1391448e-07
107.03999999999999,Silence,Speech,Music,1.0,6.475825e-08,3.528951e-13
107.52,Silence,Speech,Music,0.9999999,2.0739217e-05,1.2769672e-07
108.0,Silence,Speech,"Inside, small room",0.99943966,1.6556825e-05,4.1777857e-06
108.47999999999999,Silence,Speech,Music,1.0,1.11477e-08,4.914071e-10
108.96,Silence,Speech,Music,1.0,2.3824411e-08,3.401062e-13
109.44,Silence,Speech,Music,1.0,7.078205e-07,5.672742e-10
109.92,Silence,Speech,Music,1.0,3.1598652e-06,2.8399494e-09
110.39999999999999,Silence,Speech,Music,1.0,8.0725094e-08,4.4698512e-10
110.88,Silence,Speech,Music,1.0,5.3823123e-06,1.7442652e-08
111.36,Silence,"Inside, small room",Speech,0.9949931,0.00019023659,0.00016854264
111.83999999999999,Silence,"Inside, small room",Speech,0.990487,0.0021154296,0.00025928108
112.32,Silence,Speech,Music,1.0,2.7638023e-07,6.5154526e-10
112.8,Silence,Speech,Music,1.0,3.4220104e-08,7.659437e-11
113.28,Silence,Speech,Music,1.0,1.464401e-06,5.6560636e-09
113.75999999999999,Silence,Speech,Music,1.0,2.3966209e-07,3.9130593e-10
114.24,Silence,Speech,Music,1.0,1.9348859e-06,6.326449e-09
114.72,Silence,Speech,Music,0.9999947,1.9863066e-05,1.3144548e-08
115.19999999999999,Silence,Speech,Music,1.0,1.4112219e-07,7.850139e-12
115.67999999999999,Silence,"Inside, small room",Speech,0.9985118,0.00016084615,0.00013414447
116.16,Silence,"Inside, small room",Speech,0.9694165,0.0025500073,0.00086802687
116.64,Silence,Speech,Music,0.9999995,1.3330738e-05,6.6726024e-08
117.11999999999999,Silence,Speech,Music,1.0,5.426968e-06,1.4065582e-09
117.6,Silence,Speech,Music,1.0,5.9209077e-07,7.7904977e-10
118.08,Silence,Speech,Music,1.0,7.8716073e-07,1.5701499e-09
118.56,Silence,Speech,Music,1.0,1.333811e-07,2.8595715e-09
119.03999999999999,Silence,Speech,Music,1.0,2.2080746e-07,1.2093547e-10
119.52,Silence,Speech,Music,0.9999999,2.6479543e-06,6.693951e-09
120.0,Silence,Speech,Music,0.99999976,1.1398288e-06,1.7074184e-08
120.47999999999999,Silence,Speech,Music,0.99999446,3.0287763e-05,5.774458e-08
120.96,Silence,Speech,Music,1.0,7.0380934e-06,5.2225797e-09
121.44,Silence,Speech,Music,1.0,9.2252924e-07,3.5185541e-09
121.92,Silence,Speech,Music,1.0,2.3078032e-07,9.191166e-11
122.39999999999999,Silence,Speech,Music,1.0,1.2069258e-06,3.4591183e-09
122.88,Silence,Speech,Music,1.0,2.2952571e-07,9.0689546e-11
123.36,Silence,Speech,Music,0.99999946,1.2090989e-05,5.8569714e-09
123.83999999999999,Silence,Speech,Music,1.0,1.016461e-07,3.2116443e-10
124.32,Silence,Speech,Music,0.9989932,4.636948e-05,7.244592e-06
124.8,Silence,Speech,Music,0.9999876,6.6999783e-06,3.702518e-08
125.28,Silence,Speech,Music,1.0,5.60437e-07,8.326396e-11
125.75999999999999,Silence,Speech,Music,1.0,4.24115e-07,3.9681514e-10
126.24,Silence,Speech,Music,1.0,1.1966259e-06,1.3717365e-09
126.72,Silence,Speech,Music,1.0,4.3969135e-06,2.8301256e-08
127.19999999999999,Silence,Speech,Music,1.0,1.8049574e-06,3.4530667e-09
127.67999999999999,Silence,Speech,Music,0.99999964,1.0208798e-05,3.6214917e-08
128.16,Silence,Speech,Music,1.0,3.5364235e-06,3.0118585e-09
128.64,Silence,Speech,Music,1.0,2.6818098e-08,1.3068208e-11
129.12,Silence,Speech,Music,1.0,1.9982559e-10,5.666742e-17
129.6,Silence,Speech,Music,1.0,3.8186916e-09,5.9078574e-15
